product_id,category_id
e96c52f54225d71053ed3c4ec0baf3d4492f5b2e,b28c70653100b56a28a378daca6a712869ca7428
c3f0acd1f0a7c0593de49ff18494d1ea3ca29954,0bb4277bcf1a2bbd5b7cadc1b9bbf12bfba0aea7
1c6b392846f6cdd7ab2a32fc46f6246b247d9660,
9b255343fe87fdb48ae83ced572b3ec099a7d935,5162e88ff2419b3f8dcd176280eca983e07ed5ac
2dcf91fae02dab6e84d5678af3f7ee1e251aa879,228331349deb3683053ca8f4ebe0522cee6beda9
243a57e523c2017aeb90cef8f621a242ed331b76,a8465c5fa7abf8cc4f6c53b02fd99611e21e41ee
50be359dde1fd81b43c19a3561853cffff495507,ff04b5c71573cfc250243017029cb358b8210e1e
e8c1e2aa4cf47ec415de642a19745d4d3c0148bc,a7025ffdce7d51447f6e5b0cd6781378f3446ca7
02d4c49cfb277190bf36f9cc5d3365b78be0716a,45e1c071f9d892a6caf520994b952c1c88dcb103
8cae434ba68aff44b1c2f4a7caa318c258b5c502,43e9cd29450cd18ec1fe648ecb6ffeaa32ab77f2
78539ac9a6d958e3d7a2b3b4feeda8c5cf8a7075,228331349deb3683053ca8f4ebe0522cee6beda9
27c13934b214fa01abfcc6e7d68eefcb3b1c41b5,43e9cd29450cd18ec1fe648ecb6ffeaa32ab77f2
eb1f413f93df45d0882ce3a4818d65d8473bdf57,0464f37bde43433b0ec27c87837815614cdfef88
7fe24fb23c9b082be37a640bfe0d5c7919a03f15,68866d2b476a51e62fdd416961dfa4da2bd49b35
1ba1d7de760b67cad3e67b99d719762fa1bcdafc,936d30414f256529fbba7ddf654837c8fb6f9f0f
475def066cf82d6ec4937366aa6656b9ec513c1a,6a5c39a884dd739c2eeb1fa56e316948418914f6
2931ddc8f96d5dc0849822df89f8329486deb44d,59307ad1b2361df86927e97aa53e34788f3d6a0f
ab15576c78a51aa296f55f0a6f5b0bc2ed56ece7,07aa506dcbc21ddd2933b7e1922115c362b27d2b
5dd9969224ef91291a4d1d1fad13b8e0d9b5ce30,11aaa177f354cf2fdb5fb6ab70c2aa49db4e8169
ed9a3f581ecc740423ccc0e284d835614e71c756,
04cadbec21d2bf5cbd2ba84cb82be5009829431c,
f5214149abcd43f8da6ef744de22d6413a85698f,00227aef1d496681498cc47cc553675b5ab2ccd6
6594e0470d0dc8d0400ca519785b9ca3a5fb1093,82a7fd93c456cb32e60569d62fb50320dd6aba26
2092ca2717944b7ed1c7260db70da606be7f2edc,82117c4970cedaf77f3bc4dd7469d620c960466f
f214582ee18ada8b2ed5b9236ed6a35f9ae50fac,ddc75a544a0e2fc28d3140a1c4bdc76cd8a3c07e
e893e93761b465efeb8a9949ebddc1e2cfe0cd3a,72c2effa46a93a6d3f3c7b5b5f34df6576515824
f03f0b56330438d664c7b5af620b0cfc26f34890,ebb9b2e4bf79848270c6549475deab7d87458586
540376db0ea12590fc6110b409893ceb11e67287,
bce585fefe41e51cb3067c663d7128506d9087a7,
09bd7cdcc9140a25242ab19aca58d5057266e1a2,313b50f061169bc189be490c9dbd0dfc09fe6f5e
40ed0d287c3518c3d8d5eddca721f281fa3652e8,cde5ca26b136df62eafb8c7883cf3e23bf762938
a481dcd9cddd7ff6dbd8cc24c2de657ab3ad00cd,4d57b93ae62e4140e045ef48a5c5baacf6e28eb5
417a23e1e1d05301ada38daccb5c4c34e06ba456,b3a507152e045d6168195811cda11af607564f62
fe2d578566ed9a2a16ba7e3079a79493d3717bd6,f09ed6e6ad418c840cd2598c3e7c8c5791df8ffa
f85af9a7fd35dca00e8ba7c51df7a39c08faef2f,1215a54a8aa8add6af009e468786902841fb27d8
e0ddf44300bb54197958c201339ddaca7c4c53ef,694d046b565cfb0be8e0b98bcaf30450a656f56e
a1bb4cd43c173e6e97f6f5e31076f52addcea60e,
5315a34ed65f382589e0b3153f68c82937b3da82,53da8791a67e9506c2e950fb8de5338f8dffdbd0
fa1804ac7a46fe04abdacd9736b2780d7fcbc3fa,ae3e57a4bc8153dd07f2e3da10c4b67925014b66
769b661a802a0d0b7f608cd9a48b7b592d6424c4,839d6e57d98aca1b85d950fb11eb88364d7ed9a1
a21fcfd0d0a8a9faf5c1a063fe6c60420f6e0d15,
63deda89843333f1b2704707cdcfb6a952141f52,1e9029e5fb95ab51bca96e74101652efb96b11c9
a501f5c473cab70dfb61e1157f9df2ad047ecac5,c642aa981d169bcba76399f858843878ccc7c9a6
0090d312ae6c02ffaffdb948c7cb81fb3ff71058,8fb7399efe3f64abd1b2e57ca4b2491279472749
65e3975e34e68c359ee1ffec88cde715d5e47e90,69cb8c50a10b7067f001a04b132d729a01eb8b95
677036fd1026d46d63254354572bec37625b7a84,a95aed22198da147ec48c3d6bd0beaa575626f5d
cf2a2441dda0e0d4b12483f5cf070e3246301964,
dc93720dc9b653d78a1ce8b3fd45f4dae81a5b23,51bbf517eaf648d7c1c6a246efcae01a8639c0db
5a0334ef0395177842da848fc020c14b98e2fc16,
6ebe7ded40cba12f755e382b22c553b5c379813c,437c1024a74dcaefa6083de13385eccd2e3b44a2
083d2c01dd27e985154a6af3625bac5a89af0040,
8fc3635fcc0c14116723429c98404d856562d140,61742e91974bc5f7a1885a6d4ef64302b58e3c60
28cec1d75d8fec15b97da960e310a34657f1c82d,51bbf517eaf648d7c1c6a246efcae01a8639c0db
959241f69c98ec8a239a31bc1d19468e75e018fc,
1f2525dd24ac35f65d54e9d6e4d43bdf7e46b3b4,51bbf517eaf648d7c1c6a246efcae01a8639c0db
dabd08a6a6a3c559b8806abdeff12368866921fd,e6b21961921bf7a34758079cfc2f13a4595d5e05
f3742638b033fe4c46f53f7a890d1ab3ab05a6f3,17f0fd67b0497b8d207cc79eab1a60eb1ed4b0e4
2230fdc2f7b57539896c1de19d1747fd12bf1a99,82117c4970cedaf77f3bc4dd7469d620c960466f
dedfdb995eec9745f4226ee7ac72cab646f1aad8,0bb4277bcf1a2bbd5b7cadc1b9bbf12bfba0aea7
19ffd96c78e7624f2e5350be6a02e311894120c1,0bb4277bcf1a2bbd5b7cadc1b9bbf12bfba0aea7
4ceedb8e00fafa4d38929cdae60809c057437ec7,c642aa981d169bcba76399f858843878ccc7c9a6
e0b240728df78e5aa24d0f1285d7342e10ee26b7,3952519606ebf536bb712f184d18065ba22540a9
c63b064569a22b98c9f1d36b576f79722e46aa0e,85b67fa64d4879fcd9a24e986b5037339babd285
fb1435c4516f1c84a23ab3a5be409e0f753e51a3,ff04b5c71573cfc250243017029cb358b8210e1e
300c71fbb87b07cbbc69012f8881c8657dc057d7,
b68ca2e74dc8a064b0d84f11ab34d5bd0d3f4fcd,1809f81768d7328de3c700e4f3dd4f773322d456
5edf24bdb63fc49393d536fab19469f0d52bbfd2,ca10e4d2756c9b24a4da9717dc07970e64382f15
6acbf15da160364c2ba23a8e8e3625e36dbf7d0b,62286a11ce8e74816ef2bb471ca49bc6cddf3215
5d7a9dfe77142f706cbdd66159761d5595f87c44,839d6e57d98aca1b85d950fb11eb88364d7ed9a1
d96ccc5fdb0595009c3f51da6ef0d2454a2fb89d,6b311ef0012f99c594be9b2a57b84b9855dfb409
48003770aa9dc6581bc8c4de99e3ff194084ab9e,02c62dbd7e92854f52aaee18d69b3c28e231e79a
bf41441a9028928c09979708cf017cff6346356f,
d6f9dbec091f8109f50bff7ceb81ced2160802dd,d6c7714758881e5e2c8d0fcc29e2e2fdc7da6340
a291b09aa257561fba2873ef2f2d76dbd07f5894,e8d724f78b14b2d70dadff44c33004dc98e9e1ba
a28a23090e8c714b4b0e9a1cea1769b70e65b50e,a7736265768ad6553a916bb933ce36547d304e99
221bbbfc9f5362894c82ba0d11537cd56636cc3d,5ad96379654d33f2c7948dbf61f0c9e4d2704e52
4d49e2cda184c4c329e90820d08e9d9c57901376,a2f8687ee2e4cba8c33c9bd0d0b62c65ae40e435
9239bf57ea481ac6cffb814fe240f8f0d57b5add,b28c70653100b56a28a378daca6a712869ca7428
3da4be691872a4aa8b1fac44e87652f58da1f9eb,51bbf517eaf648d7c1c6a246efcae01a8639c0db
c2b499142e88c7912b66a1bf1cd2e5b9391dbc98,
453568469aac777e78cb047c1eb58a3868b09b9f,83b5b0ebe0c6f92f8671dc2373c24b8fab472872
5e6af9cf5d0a2fdf21978ceb58d0b14a9b159026,e0235dd554cc5d48a85fd9d73b209cf3065a0036
f0f926899a66871f80b78e061e798405796e4fe4,6d94d5889d96fdb5e783c641f94964e11d2d490a
c5a840c1f7c44718f9ed20c1a443d83eabe21e31,
7fab331c725f0f83f632a7bdb0dc1c10b7267c26,437c1024a74dcaefa6083de13385eccd2e3b44a2
c09be20f46a496e83d1d53e0706f47a7baf83bed,b28c70653100b56a28a378daca6a712869ca7428
f4de71be34e3c994c889baa1ad8e0aa832e735ba,437c1024a74dcaefa6083de13385eccd2e3b44a2
28058e639b4c8b25fa89ca39b948fedb4b3998fc,8fb7399efe3f64abd1b2e57ca4b2491279472749
40e823d92e63de5797ac76dbdf1374cf5bed8b73,c51fa3d13bb080884956c78b92b4c30ff5881fba
5ee0818e2fa0c44dfc7755eee40b4c3625622bbd,e4700157db82188bab92872b4f16b75f933d8d3f
4cf7e2dd7201e88a2bed0150d7b8b4f61cb1473c,0464f37bde43433b0ec27c87837815614cdfef88
ace451e869c4a71079a46e0cc03cbc524a17d06d,c51fa3d13bb080884956c78b92b4c30ff5881fba
fbceb701fd3c9dac69d556bce3b5cef412e7a63a,c51fa3d13bb080884956c78b92b4c30ff5881fba
64f6e7ef907df7ab69fda6ff6348a10d7826d57d,f24646aade999f9f25f1913a813b0d4ada82d856
a50014c58b4a4a8bee2e5aec2bd37224f22a9716,1215a54a8aa8add6af009e468786902841fb27d8
14eda4cc1df81200d5fcaaf756025c2ff0227c5f,
fd603110373b4b079289728b2f45e6c97ac562ff,
fbcaad1790e0c122a3a2410edbaae872d84fec6c,c502b597bfb4b0f83deac1f0fc41fc6e53cf1d65
a8e7d01872431d90a726cbda7b80e7b53e77632f,c9465d4cff49898604ab4c56bbdab281a6565361
c939053081c119f1d96579895cf1700e925782d6,8fb7399efe3f64abd1b2e57ca4b2491279472749
7bcf5a2b7ebcafe7072a0077345174879396e048,811da3eb457e990c9bfa6937f07d596327c43db2
6fc83fb2e2163ecd64b531cd4170945e5d012a1e,694d046b565cfb0be8e0b98bcaf30450a656f56e
326a4173276ccdb6da26edbe0131b6ca9851183a,f09ed6e6ad418c840cd2598c3e7c8c5791df8ffa
b8d4ab6d01f824cae59fce93adb95dbe702faca0,431f1a29e45428b457673097cf039e9270b61249
5a9489dc13273eceb7dad62bc7f971d32fe23534,0c57c5df09a3dacdea8e7c2590096fa047d2f099
22f7eff42a46fd9fffac2af55f613c38620fc250,
3452dc86f070b6fac72313ef813d0b017822f4ac,ddcce45c907fca8dec65d26e3b0a52cfda6ab720
4c4676b4acae475f51b08e16b11d4fe5f0a2efb6,1215a54a8aa8add6af009e468786902841fb27d8
c3f3a1abf1088f4714d578b6a65c6e3cb39532bf,520e28ada6d505c602f9b11b026feae4a65f2dee
719c675a58df040fc8e045f7e2498b181d1145f3,
3b0ad275d0e62af0daa94fcb7709ce8c250f7a57,a7025ffdce7d51447f6e5b0cd6781378f3446ca7
f2230ff78272711210d7bb2e0f66080a432efd23,8fb7399efe3f64abd1b2e57ca4b2491279472749
51699a3d3772cb0a39b3f7b93fd027fe6d4db3ff,0f2276d7ca1bc2dc5d9d5e1805ea0234c6622696
e354deed99b773faf524df14442e401938ff0130,07aa506dcbc21ddd2933b7e1922115c362b27d2b
702df36d165994c77a164a94e22519e86c06fbf6,0cce5e2ff34bd08442f322139c66536d314d6c4c
4e430f6cbee4f278604441b720d7dc7de4445957,c51fa3d13bb080884956c78b92b4c30ff5881fba
1b7b76f646c8b08ba1eb1f40d8147c8a41077675,
78649da34626c3db634b0c6ebd97810a374c9212,847ee0a3f4e2fa81688c5082af46c8dfbfcdbd05
ba64e47956e19f2baddd6fccaf7d8427a95669b5,8dba9cd30f448cff95bf866139ae71dc42ad9ae8
0c2f0e42dcd10014a1cb658fbafc82e6a06c5a92,2db63db1bb57a3875721bd9e2eb9bf1d98268f3b
1e173be7cb52fcf3551b296fff22861e9c5fd180,08e215f8ddca777df7c515fa16c6ceabaf0999f8
8a71e863c0366d9898cace7d79b97e5a174f1559,72c2effa46a93a6d3f3c7b5b5f34df6576515824
ca9ea06130f3137f5349592cd95b35a98fdfbb27,
5c279ec811a4c7009225a22037806152011825ce,6a928386554b9e52481054b034f6d1768ad1f592
ba28080d17c620a986e0fbd20026566aef6930f6,3952519606ebf536bb712f184d18065ba22540a9
b7b122d341a8c0ece5cf2a2f461ce67ab7288f92,e0235dd554cc5d48a85fd9d73b209cf3065a0036
323b02e954ad2a6faff1826a9aae4870980ab5a1,72fdfbb563f42fe121aca3d6fef663d5a0345d52
3278e422294d5b2f2ede7e9bb2a5f67ee88b9cc0,
c8babe42571a0f251760e771fa509ce1cdfa106b,0c57c5df09a3dacdea8e7c2590096fa047d2f099
208c871c4b063cbdfd8c41a7da97ce8432bd0c97,f039d9e285145ad28d1679e46f59b5dd0ee75012
37bac03989d1824eeed6dc72ce72cc95e0150517,d6c7714758881e5e2c8d0fcc29e2e2fdc7da6340
eb50f1403571d3453aa21dfd3e4b2b83adeb8bfb,f09ed6e6ad418c840cd2598c3e7c8c5791df8ffa
ee2ca240eaf0f6e5e4ea7c15a7154e30ce0adc1a,f04ac58992e194361f1f9c89e9728e9abcab6286
4c36f637e8d3f72b8337eadb22dd6666b663e7cd,
e07d41c1f7270b07ab40c47a8482f9c6d7ee331a,
a5cf2bd9143a1eb2851d763cb6057bc9e0c4372b,
ef0f87c012807bb83c146b56090e25f8eeb0848a,ca4460eb5aa4a01ebee0999ca545db537b76a2c2
21c4af7f2958193d56571d081d36ca8262f56fe8,53da8791a67e9506c2e950fb8de5338f8dffdbd0
f969bdca37bec9248eb11ddfd29efb712e8b0fe6,9d977ee19cda3033f793033b3650bce9e38b5c3e
d27c736a74169046d4d497f23a817b65d5452832,811da3eb457e990c9bfa6937f07d596327c43db2
b8425431f6bc82c64988ca32562a3e53a1370426,8dba9cd30f448cff95bf866139ae71dc42ad9ae8
10aaa91ae4720973d27ff5b09a9dff522a5b2c68,02c1a1963b4ee3d6e2554c44e7d337c589164560
bf7a7aa90cfc4a417ba94e98f85865c9b3fac434,68866d2b476a51e62fdd416961dfa4da2bd49b35
5c24c33ca96a997e3e408e378d6a30b1f80358ec,
6fa8386f1e1bd55bd62e6d7b2231dccf9f989be3,90d08bed433a1b49cb01f433ea09eaad9c809e7d
f86370b490d0cd120394273c3c0a9269f3b0cd92,5df3ec3c3ba03822e119345bc2862ae3a8bd89c0
6a5ad46ef664564fad8086f7f64d42dac6ffa580,
87ec0022a8f6725ebd6d7b2cd1ee1dcd34af0309,0cce5e2ff34bd08442f322139c66536d314d6c4c
dc56d86e65d05703755103381b14cae3664120bf,25d5b8369c7b69589d521b4bfb54348709df9da4
51e030ce556552126c7e39c80f9f426edb876154,466b4bf98630a7552407122af3d61a9288963e6b
596c4cfe208f57c2b8a09d9d7e4832e5bf183f70,11aaa177f354cf2fdb5fb6ab70c2aa49db4e8169
810142dfb832812de554da8506611b45255d4944,b28c70653100b56a28a378daca6a712869ca7428
b86e531d16ced000af68d418538ef631c9f65851,51bbf517eaf648d7c1c6a246efcae01a8639c0db
1ff24cb2ad8f8c5c4f4df68ccba4c46b7d4893b6,1e9029e5fb95ab51bca96e74101652efb96b11c9
406194cea2c385e88a540162b4f41dd9b5398e7b,2611cb42fbf0b4b46048328fdfc2c116cea34907
03fe26efc8c7201a0fc00987679a2ee279a912d0,9bf9ebccb4a686bf2374e73543dce5658beff16c
f31db77280d43ad00b6590754689c0142a887070,844ad3978a17b88b016f0e2107841cd91c3e0e40
db1340b6a421bbe406022377b8c8edd067471aed,c502b597bfb4b0f83deac1f0fc41fc6e53cf1d65
e635328c3227db181c144912a742d104e23bb2ec,0cce5e2ff34bd08442f322139c66536d314d6c4c
9e91fd655bb6843d570d2f5d1974d6422d4a97cb,a7736265768ad6553a916bb933ce36547d304e99
3e7105c8fc899aae58e42101625f3b386b4d4de1,c642aa981d169bcba76399f858843878ccc7c9a6
4615414eed0db580afd77521daabfaa8c3fef830,936d30414f256529fbba7ddf654837c8fb6f9f0f
e08f6d772e844b532164260bc2605fc1e6a7aca1,45e1c071f9d892a6caf520994b952c1c88dcb103
e6fc65eac946a5e09a5ece4bc2abcb14c071877d,17f0fd67b0497b8d207cc79eab1a60eb1ed4b0e4
56649e83c496475e78afa709b5f0ff24cfa6cceb,6c8602652a986f61fbf0e8b7a83083c51752d21b
7cb7b2889738120b83bfaf6369c02e45339c6a13,f04ac58992e194361f1f9c89e9728e9abcab6286
cbd12633d3af0ab38d2bd78f7f1aef0ca32d6b67,694d046b565cfb0be8e0b98bcaf30450a656f56e
ae8259c7234f59ecf77f8c977bc5dd609e68e643,899f4a0a046edb0aa105a274914615187c88ffa2
1a80eb4d9d449af8b9ff1140af151340f437415f,694d046b565cfb0be8e0b98bcaf30450a656f56e
ddebde7405ae06a59eba6f0a9b292916121e3b2f,228331349deb3683053ca8f4ebe0522cee6beda9
26de607926c8ce27ad0befefcd66997f52cf4e35,51bbf517eaf648d7c1c6a246efcae01a8639c0db
e2d354a7071992ef31bd60d36e03dfa0e821cc98,c96303e160124ba4cec7f8f9fb361b8ea63fb4aa
08644de839db4cf99e570e475db864c800b89cd4,694d046b565cfb0be8e0b98bcaf30450a656f56e
0d8ef68133677879d6c33b19343a184fd709b3a1,b28c70653100b56a28a378daca6a712869ca7428
d05d59bc346d460612045211cba5e89b628f6fe8,c642aa981d169bcba76399f858843878ccc7c9a6
c65afc625e5aec95fca558583ca7e7fdde6badbb,39b688cbbcc973a30ce268eb76b578a7d8c4339d
31b92dd1c43ef58ebb4576dc284da58c42741553,431f1a29e45428b457673097cf039e9270b61249
25227c4bd0d6ef8fbf1a1ba2ae5eb40d3bbdcd6a,d28f82734e344d148ada1f8b646b91a8f28f8736
f604d2e79aa009d3967b230a69329f8eb641eb42,7282cb82800770f28752f5a7c1bd5edd30b5ed1a
556e84cc06ffec4064d2a005b822dee8d6f8ed33,cde5ca26b136df62eafb8c7883cf3e23bf762938
3343b623761a7ed90e6de0f1283fe8256b6d4ffd,0c57c5df09a3dacdea8e7c2590096fa047d2f099
dbdf39dd26f3f26f6cc38d8d6471783a35cc818d,0140d50ec0edf50d8c416477da9e8faeb8b2a35f
29b863d6b5ff3f8ecf5b8b8f75ca458bd6817400,0464f37bde43433b0ec27c87837815614cdfef88
e57bc47b85abc76b4d64095f57c2d750915f2848,c642aa981d169bcba76399f858843878ccc7c9a6
5f1105d06f1484efc5cb1360d5c7e3c95798aa79,694d046b565cfb0be8e0b98bcaf30450a656f56e
1273de89310b579e2dc61e932976064317bb428f,058dd4afd324c138aad06abc5349ffa5c4ee2241
51b5928b6d341f557834451b64c3de2eff6d6d71,f04ac58992e194361f1f9c89e9728e9abcab6286
cc7e1fdd59af6114a4e886599a670bd314bb04f4,c642aa981d169bcba76399f858843878ccc7c9a6
b91f8fe85b97584120d48080ad1d33eaca0c1d8d,
691d2d3420273c1f10de1560800e8234c3db89d8,
1795bb504a721e3993b10c445f27e6e17bc7d6ae,006e8db8357de8fbe72fcfa522a0ce44ddfe55a0
24ba8812f219cf68a80d64f101ff1b308b4e23d4,57cb561163184d00a2a287fbdcdafb34d584745d
b05dc34f3b1c77b7df123c29e6807f8ce5f03f95,
